id,playlist,videoTitle,youtubeVideoId,aniThumbnailUrl,category,tags,uploadDate,isHero,rating,review
21,유라시아 오토바이 여행 시즌1,Less populated than Daechi 2-dong!? Russian small city motorcycle food tour - Eurasia (3)🇷🇺,VgE_Emdt9-Y,https://img.youtube.com/vi/VgE_Emdt9-Y/hqdefault.jpg,미분류,#폭간트#세계일주,2024-04-08,FALSE,0,미작성
22,유라시아 오토바이 여행 시즌1,러시아가 전쟁에 미쳐있는 이유?? 러우전쟁 전투식량 먹어보기  - 유라시아(4)🇷🇺,zaFMF1NYENc,https://img.youtube.com/vi/zaFMF1NYENc/hqdefault.jpg,미분류,#폭간트#세계일주,2024-04-11,FALSE,0,미작성
23,유라시아 오토바이 여행 시즌1,"Mom, how about a Russian daughter-in-law!? A food tour of a train city without Koreans - Eurasia ...",axPmDYa7HJI,https://img.youtube.com/vi/axPmDYa7HJI/hqdefault.jpg,미분류,#폭간트#세계일주,2024-04-14,FALSE,0,미작성
24,유라시아 오토바이 여행 시즌1,"The world's longest road, riding a 125cc motorcycle across Siberia - Eurasia (6)🇷🇺",q9fkd20oSzo,https://img.youtube.com/vi/q9fkd20oSzo/hqdefault.jpg,미분류,#폭간트#세계일주,2024-04-17,FALSE,0,미작성
25,유라시아 오토바이 여행 시즌1,"""한국 면적의 170배"" 죽음의 도로 시베리아, 철학으로 살아남기 - 유라시아(7)🇷🇺",f2MjZTIfrCo,https://img.youtube.com/vi/f2MjZTIfrCo/hqdefault.jpg,미분류,#폭간트#세계일주,2024-04-20,FALSE,0,미작성
26,유라시아 오토바이 여행 시즌1,How to scientifically get a girlfriend on a Russian nude beach - Eurasia (8)🇷🇺,EWyYbivl6iw,https://img.youtube.com/vi/EWyYbivl6iw/hqdefault.jpg,미분류,#폭간트#세계일주,2024-04-23,FALSE,0,미작성
27,유라시아 오토바이 여행 시즌1,Revolutionary Russian Food Tour with Free Beer - Eurasia (9)🇷🇺,dVgf-_dGpSY,https://img.youtube.com/vi/dVgf-_dGpSY/hqdefault.jpg,미분류,#폭간트#세계일주,2024-04-26,FALSE,0,미작성
28,유라시아 오토바이 여행 시즌1,"Running 4,500km to escape a war-torn country, and finally bursting into tears - Eurasia (10)🇲🇳",cI2uFRuY4jo,https://img.youtube.com/vi/cI2uFRuY4jo/hqdefault.jpg,미분류,#폭간트#세계일주,2024-04-29,FALSE,0,미작성
29,유라시아 오토바이 여행 시즌1,"40 degrees Celsius internal temperature 🥵 30 hours on a steamer train, a cross-border Chinese lam...",UTaZ_khDx2A,https://img.youtube.com/vi/UTaZ_khDx2A/hqdefault.jpg,미분류,#폭간트#세계일주,2024-05-02,FALSE,0,미작성
30,유라시아 오토바이 여행 시즌1,"From food to nightlife, check out Mongolia private tour prices - Eurasia (12)🇲🇳",LUedo5x-Ja0,https://img.youtube.com/vi/LUedo5x-Ja0/hqdefault.jpg,미분류,#폭간트#세계일주,2024-05-05,FALSE,0,미작성
31,유라시아 오토바이 여행 시즌1,"The most unfair country in the world, a country that cannot live without Korea - Eurasia (13)🇲🇳",WYbC2EcbSVk,https://img.youtube.com/vi/WYbC2EcbSVk/hqdefault.jpg,미분류,#폭간트#세계일주,2024-05-08,FALSE,0,미작성
32,유라시아 오토바이 여행 시즌1,"Visit the Tomb of Genghis Khan, Forbidden to Excavation for 800 Years - Eurasia (14)🇲🇳",JRTNKThLJmE,https://img.youtube.com/vi/JRTNKThLJmE/hqdefault.jpg,미분류,#폭간트#세계일주,2024-05-11,FALSE,0,미작성
33,유라시아 오토바이 여행 시즌1,Killing 10% of the World's Population?! Following the Eco-Empire's World Conquest - Eurasia (15)🇲🇳,vv5phMSghW8,https://img.youtube.com/vi/vv5phMSghW8/hqdefault.jpg,미분류,#폭간트#세계일주,2024-05-14,FALSE,0,미작성
34,유라시아 오토바이 여행 시즌1,"A reckless escape from Russia, a war-torn nation that even checks cell phones - Eurasia (16)🇷🇺",qZtQee3wNbc,https://img.youtube.com/vi/qZtQee3wNbc/hqdefault.jpg,미분류,#폭간트#세계일주,2024-05-17,FALSE,0,미작성
35,유라시아 오토바이 여행 시즌1,Nuclear Explosion 456?! Trying Radiation-Contaminated Ramen - Eurasia (17)🇰🇿,jKPK5xTI6lk,https://img.youtube.com/vi/jKPK5xTI6lk/hqdefault.jpg,미분류,#폭간트#세계일주,2024-05-20,FALSE,0,미작성
36,유라시아 오토바이 여행 시즌1,What Happens When Koreans Get Surgery Abroad Without Health Insurance - Eurasia (18)🇰🇿🇰🇬,h7X6iVDFn2M,https://img.youtube.com/vi/h7X6iVDFn2M/hqdefault.jpg,미분류,#폭간트#세계일주,2024-05-23,FALSE,0,미작성
37,유라시아 오토바이 여행 시즌1,Exploring a fantastical mountainous country surprisingly similar to Korea - Eurasia (19)🇰🇬,hGjayCYiqvQ,https://img.youtube.com/vi/hGjayCYiqvQ/hqdefault.jpg,미분류,#폭간트#세계일주,2024-05-26,FALSE,0,미작성
38,유라시아 오토바이 여행 시즌1,Bribes demanded at the border?! Entering an unknown country with no electricity or signal - Euras...,6v5h2iYgnwg,https://img.youtube.com/vi/6v5h2iYgnwg/hqdefault.jpg,미분류,#폭간트#세계일주,2024-05-29,FALSE,0,미작성
39,유라시아 오토바이 여행 시즌1,"Eating Ramen at Risk on the Silk Road Pass at 4,655m Above Sea Level - Eurasia (21)🇹🇯",9-d34c6iIxY,https://img.youtube.com/vi/9-d34c6iIxY/hqdefault.jpg,미분류,#폭간트#세계일주,2024-06-01,FALSE,0,미작성
40,유라시아 오토바이 여행 시즌1,"Survival Camping on a 4,000m Cliff on the War-torn Afghan Border - Eurasia (22)🇹🇯",le1jPchKTqk,https://img.youtube.com/vi/le1jPchKTqk/hqdefault.jpg,미분류,#폭간트#세계일주,2024-06-04,FALSE,0,미작성
41,유라시아 오토바이 여행 시즌1,Unlimited snacks?! A food tour of a hot spring village on the Afghan border - Eurasia (23)🇹🇯,dJxk5gHwU8M,https://img.youtube.com/vi/dJxk5gHwU8M/hqdefault.jpg,미분류,#폭간트#세계일주,2024-06-07,FALSE,0,미작성
42,유라시아 오토바이 여행 시즌1,What Happens When a Korean Goes to Asia's Poorest Village on the Afghan Border - Eurasia (24)🇹🇯,vML2gwRQcls,https://img.youtube.com/vi/vML2gwRQcls/hqdefault.jpg,미분류,#폭간트#세계일주,2024-06-10,FALSE,0,미작성
43,유라시아 오토바이 여행 시즌1,North Korea in Central Asia? A Quiet Dictatorship Unknown to Koreans - Eurasia (25)🇹🇯,knmD94UyIds,https://img.youtube.com/vi/knmD94UyIds/hqdefault.jpg,미분류,#폭간트#세계일주,2024-06-13,FALSE,0,미작성
44,유라시아 오토바이 여행 시즌1,Why I'm Quitting Crossing Eurasia - Eurasia (26)🇺🇿🇰🇷,HNBCYHhdBMY,https://img.youtube.com/vi/HNBCYHhdBMY/hqdefault.jpg,미분류,#폭간트#세계일주,2024-06-16,FALSE,0,미작성
45,총성이 울리는 미소의 나라 미얀마 여행,내전 중인 미얀마 하루종일 먹으면서 입국하기 🇲🇲 미얀마(1),nlPudzOe8ps,https://img.youtube.com/vi/nlPudzOe8ps/hqdefault.jpg,미분류,#폭간트#세계일주,2024-06-19,FALSE,0,미작성
46,총성이 울리는 미소의 나라 미얀마 여행,"내전으로 무너진 경제, 믿을 수 없는 물가 미얀마 먹방여행 🇲🇲 미얀마(2)",3rvL6X9bvAQ,https://img.youtube.com/vi/3rvL6X9bvAQ/hqdefault.jpg,미분류,#폭간트#세계일주#먹방,2024-06-22,FALSE,0,미작성
47,총성이 울리는 미소의 나라 미얀마 여행,단돈 2만원!? 누워서 가는 초호화 개인실 미얀마 드림버스 탑승기 🇲🇲 미얀마(3),hD6Mrg8ipcc,https://img.youtube.com/vi/hD6Mrg8ipcc/hqdefault.jpg,미분류,#폭간트#세계일주,2024-06-25,FALSE,0,미작성
48,총성이 울리는 미소의 나라 미얀마 여행,"내전 중이지만 한국인을 연예인처럼 반기는, 정이 넘치는 나라 🇲🇲 미얀마(4)",PirR-gB0cOs,https://img.youtube.com/vi/PirR-gB0cOs/hqdefault.jpg,미분류,#폭간트#세계일주,2024-06-28,FALSE,0,미작성
49,총성이 울리는 미소의 나라 미얀마 여행,"천년 도시 바간, 처음 만난 누님을 무작정 따라가면 생기는 일 🇲🇲 미얀마(5)",Hx6nOjIWsHA,https://img.youtube.com/vi/Hx6nOjIWsHA/hqdefault.jpg,미분류,#폭간트#세계일주,2024-07-01,FALSE,0,미작성
50,총성이 울리는 미소의 나라 미얀마 여행,"Myanmar's economy shattered by civil war: How much can you eat on a 10,000 won bill? 🇲🇲 Myanmar (6)",aZ7FEdTRDcY,https://img.youtube.com/vi/aZ7FEdTRDcY/hqdefault.jpg,미분류,#폭간트#세계일주,2024-07-04,FALSE,0,미작성
51,총성이 울리는 미소의 나라 미얀마 여행,Korea builds bridges to Myanmar slums abandoned by the government 🇲🇲 Myanmar (7),KTwEvprLOOQ,https://img.youtube.com/vi/KTwEvprLOOQ/hqdefault.jpg,미분류,#폭간트#세계일주,2024-07-07,FALSE,0,미작성
52,총성이 울리는 미소의 나라 미얀마 여행,모든게 방콕 반값!? 한국인은 잘 모르는 태국 소도시 먹방여행 🇹🇭 태국(번외),AECQCkkJYz0,https://img.youtube.com/vi/AECQCkkJYz0/hqdefault.jpg,미분류,#폭간트#세계일주#태국#먹방,2024-07-10,FALSE,0,미작성
53,"압도적 대자연과 뜨거운 사람들, 환상의 파키스탄 여행기",세계에서 치킨이 가장 저렴한 외국인은 관광불가 요절복통 라호르 - 🇵🇰파키스탄(1),AgFQjM7yXAs,https://img.youtube.com/vi/AgFQjM7yXAs/hqdefault.jpg,미분류,#폭간트#세계일주,2024-07-13,FALSE,0,미작성
54,"압도적 대자연과 뜨거운 사람들, 환상의 파키스탄 여행기",아프간을 향해 달리는 낭만의 파키스탄 꼴등칸 기차 탑승기 - 🇵🇰파키스탄(2),bRCVNm19mDo,https://img.youtube.com/vi/bRCVNm19mDo/hqdefault.jpg,미분류,#폭간트#세계일주#기차,2024-07-16,FALSE,0,미작성
55,"압도적 대자연과 뜨거운 사람들, 환상의 파키스탄 여행기",조금은 위험한 아프간 접경지역 실크로드 먹방 여행 - 🇵🇰파키스탄(3),69J9Izl3Rcs,https://img.youtube.com/vi/69J9Izl3Rcs/hqdefault.jpg,미분류,#폭간트#세계일주#먹방,2024-07-19,FALSE,0,미작성
56,"압도적 대자연과 뜨거운 사람들, 환상의 파키스탄 여행기",A Muslim-built planned city and a bizarre Korean food scene (Why India and Pakistan separated) - ...,Wmmt_wbIiME,https://img.youtube.com/vi/Wmmt_wbIiME/hqdefault.jpg,미분류,#폭간트#세계일주,2024-07-22,FALSE,0,미작성
57,"압도적 대자연과 뜨거운 사람들, 환상의 파키스탄 여행기",산사태로 붕괴된 카라코람 하이웨이 목숨건 36시간 로드트립 - 🇵🇰파키스탄(5),rw_be5r7eMw,https://img.youtube.com/vi/rw_be5r7eMw/hqdefault.jpg,미분류,#폭간트#세계일주,2024-07-25,FALSE,0,미작성
58,"압도적 대자연과 뜨거운 사람들, 환상의 파키스탄 여행기",삶에 지친 한국인을 위한 세상에서 가장 아름답고 행복한 마을 - 🇵🇰파키스탄(6),QgNn24awUHg,https://img.youtube.com/vi/QgNn24awUHg/hqdefault.jpg,미분류,#폭간트#세계일주,2024-07-28,FALSE,0,미작성
59,"압도적 대자연과 뜨거운 사람들, 환상의 파키스탄 여행기",세계에서 가장 높은 고속도로 환상의 대자연과 뭔가 익숙한 시골마을 먹방 - 🇵🇰파키스탄(7),X8Ax8eWySEM,https://img.youtube.com/vi/X8Ax8eWySEM/hqdefault.jpg,미분류,#폭간트#세계일주#먹방,2024-07-31,FALSE,0,미작성
60,"압도적 대자연과 뜨거운 사람들, 환상의 파키스탄 여행기",서울대 출신 한량이 전해주는 행복을 위한 10가지 비법 - 🇵🇰파키스탄(외전),QmJpGKaS3CM,https://img.youtube.com/vi/QmJpGKaS3CM/hqdefault.jpg,미분류,#폭간트#세계일주,2024-08-03,FALSE,0,미작성
61,"압도적 대자연과 뜨거운 사람들, 환상의 파키스탄 여행기",금단의 설산을 찾아 별빛이 흐르는 계곡에서 대자연 캠핑여행 - 🇵🇰파키스탄(8),nZlWgFU4iKc,https://img.youtube.com/vi/nZlWgFU4iKc/hqdefault.jpg,미분류,#폭간트#세계일주#캠핑,2024-08-06,FALSE,0,미작성
62,"압도적 대자연과 뜨거운 사람들, 환상의 파키스탄 여행기","천둥번개와 산사태 붕괴된 도로, 목숨 건 파키스탄 탈출기 - 🇵🇰파키스탄(9)",rhz96ZJXwxI,https://img.youtube.com/vi/rhz96ZJXwxI/hqdefault.jpg,미분류,#폭간트#세계일주,2024-08-09,FALSE,0,미작성
63,혼자서 주절주절 모음집,"7년다닌 공기업 퇴사 후 1년차, 솔직한 현실을 말씀드리겠습니다",vc5UIBcZahs,https://img.youtube.com/vi/vc5UIBcZahs/hqdefault.jpg,미분류,#폭간트#세계일주#퇴사,2024-08-12,FALSE,0,미작성
64,혼자서 주절주절 모음집,"""Is this world fake?!"" The Heart Sutra, the easiest book in the world to explain, is taught by Se...",LWCLKAsjMFs,https://img.youtube.com/vi/LWCLKAsjMFs/hqdefault.jpg,미분류,#폭간트#세계일주,2024-08-15,FALSE,0,미작성
65,혼자서 주절주절 모음집,정치성향까지 공개하는 대환장 QnA (서울대 공부법 대방출) 사실 그런거 없음,rb19NCfcoUg,https://img.youtube.com/vi/rb19NCfcoUg/hqdefault.jpg,미분류,#폭간트#세계일주,2024-08-18,FALSE,0,미작성
66,혼자서 주절주절 모음집,'퇴사하고 유튜버 전업합니다' 라는 말을 함부로 하면 안되는 이유,94OJvJxhUq8,https://img.youtube.com/vi/94OJvJxhUq8/hqdefault.jpg,미분류,#폭간트#세계일주#퇴사,2024-08-21,FALSE,0,미작성
67,혼자서 주절주절 모음집,서울대 출신 한량이 전해주는 행복을 위한 10가지 비법 - 🇵🇰파키스탄(외전),QmJpGKaS3CM,https://img.youtube.com/vi/QmJpGKaS3CM/hqdefault.jpg,미분류,#폭간트#세계일주,2024-08-24,FALSE,0,미작성
68,혼자서 주절주절 모음집,Buddhism is not a religion!? Buddhist philosophy in 30 minutes! feat. Buddha's final words.,O1gKV4GdUSU,https://img.youtube.com/vi/O1gKV4GdUSU/hqdefault.jpg,미분류,#폭간트#세계일주,2024-08-27,FALSE,0,미작성
69,혼자서 주절주절 모음집,"자전거로 여행을 하려면 어떤 장비가 필요할까? (미니벨로 가방 추천, 안장통 극복방법, 카메라 수납방법 등)",uZTg7fMYt40,https://img.youtube.com/vi/uZTg7fMYt40/hqdefault.jpg,미분류,#폭간트#세계일주,2024-08-30,FALSE,0,미작성
70,남의 채널 출연한 영상,You quit your job and bought a truck? A middle-aged bachelor new employee who pulled off a 22 mil...,5ypSQFGe1NI,https://img.youtube.com/vi/5ypSQFGe1NI/hqdefault.jpg,미분류,#폭간트#세계일주,2024-09-02,FALSE,0,미작성
71,남의 채널 출연한 영상,"37 hours, 1,340 km—is it possible to circle Korea entirely by autonomous driving?",8pDTB-pqsmM,https://img.youtube.com/vi/8pDTB-pqsmM/hqdefault.jpg,미분류,#폭간트#세계일주,2024-09-05,FALSE,0,미작성
72,남의 채널 출연한 영상,3 weeks with my Mongolian sister who wants to come to Korea - Eurasia (15)🇲🇳,eXB0emeK-uo,https://img.youtube.com/vi/eXB0emeK-uo/hqdefault.jpg,미분류,#폭간트#세계일주,2024-09-08,FALSE,0,미작성
73,남의 채널 출연한 영상,What Happened When I Went to a Country Where 99% of Koreans Don't Travel Freely - Eurasia (13)🇲🇳,vw3EXw_Jxwg,https://img.youtube.com/vi/vw3EXw_Jxwg/hqdefault.jpg,미분류,#폭간트#세계일주,2024-09-11,FALSE,0,미작성
74,남의 채널 출연한 영상,"From Seoul to Busan, 6th Street, 2,700km Motorcycle Ride Across Russia - Eurasia (9)🇷🇺",DkLUu41b-f4,https://img.youtube.com/vi/DkLUu41b-f4/hqdefault.jpg,미분류,#폭간트#세계일주,2024-09-14,FALSE,0,미작성
75,남의 채널 출연한 영상,"A hidden ""special convenience store"" in Korea where you can grill pork belly.",EJFHt9YoIDc,https://img.youtube.com/vi/EJFHt9YoIDc/hqdefault.jpg,미분류,#폭간트#세계일주,2024-09-17,FALSE,0,미작성
76,남의 채널 출연한 영상,We are finally hiring new employees.,JY9I5ZOSvwI,https://img.youtube.com/vi/JY9I5ZOSvwI/hqdefault.jpg,미분류,#폭간트#세계일주,2024-09-20,FALSE,0,미작성
77,남의 채널 출연한 영상,나만 알고 싶은 숨겨진 동해안 도보여행 [해파랑길 EP.2],rR940NEWJgA,https://img.youtube.com/vi/rR940NEWJgA/hqdefault.jpg,미분류,#폭간트#세계일주,2024-09-23,FALSE,0,미작성
78,남의 채널 출연한 영상,걸어서 부산에서 강원 고성까지 가볼까? [해파랑길 EP.1],Yhpbgxp7bvQ,https://img.youtube.com/vi/Yhpbgxp7bvQ/hqdefault.jpg,미분류,#폭간트#세계일주,2024-09-26,FALSE,0,미작성
79,남의 채널 출연한 영상,'호드-얼라'의 소통은 한 사람에서 시작됐다?! | 와플릭스 EP.10 와우의 꼬리를 무는 이야기,18xEyDWJphE,https://img.youtube.com/vi/18xEyDWJphE/hqdefault.jpg,미분류,#폭간트#세계일주,2024-09-29,FALSE,0,미작성
80,남의 채널 출연한 영상,뚝뚝 떨어지는 엔화 환율 그러나 비참한 사고 - 대마도(2),fZBORx-i72Q,https://img.youtube.com/vi/fZBORx-i72Q/hqdefault.jpg,미분류,#폭간트#세계일주,2024-10-02,FALSE,0,미작성
81,남의 채널 출연한 영상,제주보다 가까운 해외 섬여행 2박3일 - 대마도(1),D1K9YTnIz9Y,https://img.youtube.com/vi/D1K9YTnIz9Y/hqdefault.jpg,미분류,#폭간트#세계일주,2024-10-05,FALSE,0,미작성
82,남의 채널 출연한 영상,"Busan Polkos, who fell down while grabbing the back of the neck of 3.4 million Busan citizens (wi...",F6E-BFyl_Wo,https://img.youtube.com/vi/F6E-BFyl_Wo/hqdefault.jpg,미분류,#폭간트#세계일주,2024-10-08,FALSE,0,미작성
83,큐슈 구석구석 렌트카 여행,"A country that's cheaper, closer, and tastier than Korea, like a hearty bowl of soup - Japan Rent...",rZLnsZnuFMA,https://img.youtube.com/vi/rZLnsZnuFMA/hqdefault.jpg,미분류,#폭간트#세계일주,2024-10-11,FALSE,0,미작성
84,큐슈 구석구석 렌트카 여행,Exploring a rural hot spring village with beautiful women and delicious kimchi - Japan Rental Car...,3fDIwt-KVj8,https://img.youtube.com/vi/3fDIwt-KVj8/hqdefault.jpg,미분류,#폭간트#세계일주,2024-10-14,FALSE,0,미작성
85,큐슈 구석구석 렌트카 여행,한국인을 가족처럼 환영해주는 일본 스낵바 방문기 - 일본 렌트카(3),hbDl1DQmDDs,https://img.youtube.com/vi/hbDl1DQmDDs/hqdefault.jpg,미분류,#폭간트#세계일주,2024-10-17,FALSE,0,미작성
86,큐슈 구석구석 렌트카 여행,오바마 대통령이 감탄한(?) 온천과 공포의 폐허 - 일본 렌트카(4),3rFYR92nc0A,https://img.youtube.com/vi/3rFYR92nc0A/hqdefault.jpg,미분류,#폭간트#세계일주,2024-10-20,FALSE,0,미작성
87,큐슈 구석구석 렌트카 여행,극한의 엔저시대 일본을 가장 효율적으로 여행하는 방법 - 일본 렌트카(5),OURxepenKFk,https://img.youtube.com/vi/OURxepenKFk/hqdefault.jpg,미분류,#폭간트#세계일주,2024-10-23,FALSE,0,미작성
88,히말라야와 미소의 나라 네팔여행,29시간 동안 먹고 마시면서 네팔 입국 & 시급 7만원 받으면서 비행기 타는 법 (네팔🇳🇵ep.1 카트만두),1eKYNEfo1dc,https://img.youtube.com/vi/1eKYNEfo1dc/hqdefault.jpg,미분류,#폭간트#세계일주,2024-10-26,FALSE,0,미작성
89,히말라야와 미소의 나라 네팔여행,너무나도 저렴한 카트만두 물가 대탐험 & 전세계에서 등산복이 가장 싼 나라 (네팔🇳🇵ep.2 카트만두),dFUOvdeQV_E,https://img.youtube.com/vi/dFUOvdeQV_E/hqdefault.jpg,미분류,#폭간트#세계일주,2024-10-29,FALSE,0,미작성
90,히말라야와 미소의 나라 네팔여행,"Lost my passport in Pokhara, a traveler's paradise, and met a Seoul National University student f...",cz547RDXTg8,https://img.youtube.com/vi/cz547RDXTg8/hqdefault.jpg,미분류,#폭간트#세계일주,2024-11-01,FALSE,0,미작성
91,히말라야와 미소의 나라 네팔여행,"Introducing a super-value Himalayan trekking course & all-you-can-eat food at a cute 2,550m-high ...",E0KcOKFMlcs,https://img.youtube.com/vi/E0KcOKFMlcs/hqdefault.jpg,미분류,#폭간트#세계일주,2024-11-04,FALSE,0,미작성
92,히말라야와 미소의 나라 네팔여행,"해발 3,550m에서 만난 인생 백숙 맛집 & 기묘한 히말라야 안개 산행 (네팔🇳🇵ep.5 마르디히말)",rmOd7F54FgU,https://img.youtube.com/vi/rmOd7F54FgU/hqdefault.jpg,미분류,#폭간트#세계일주#먹방,2024-11-07,FALSE,0,미작성
93,히말라야와 미소의 나라 네팔여행,단 3일 만에 안나푸르나 히말라야 완전정복 & 구름 위 천국의 설산 파노라마 (네팔🇳🇵ep.6 마르디히말),pt97MU-OrTM,https://img.youtube.com/vi/pt97MU-OrTM/hqdefault.jpg,미분류,#폭간트#세계일주,2024-11-10,FALSE,0,미작성
94,히말라야와 미소의 나라 네팔여행,"Pokhara, a traveler's paradise: From locals to tourists, experience extreme prices (Nepal🇳🇵ep.7 P...",Wc6gmM3aAT4,https://img.youtube.com/vi/Wc6gmM3aAT4/hqdefault.jpg,미분류,#폭간트#세계일주,2024-11-13,FALSE,0,미작성
95,히말라야와 미소의 나라 네팔여행,안전벨트 없이 절벽을 달리는 네팔 로컬버스 탑승기 (네팔🇳🇵ep.8 포카라 to 룸비니),b3XwgjFFvCs,https://img.youtube.com/vi/b3XwgjFFvCs/hqdefault.jpg,미분류,#폭간트#세계일주,2024-11-16,FALSE,0,미작성
